"SITE_ID","VISIT_NO","MCYST_TL_UGL","BASINAREA_KM2","PCT_OPENH20_BSN","PCT_ICESNOW_BSN","PCT_WATER_BSN","PCT_DEVOPEN_BSN","PCT_DEVLOW_BSN","PCT_DEVMED_BSN","PCT_DEVHIGH_BSN","PCT_DEVELOPED_BSN","PCT_BARREN_BSN","PCT_DECID_BSN","PCT_CONIF_BSN","PCT_MIXED_BSN","PCT_FOREST_BSN","PCT_SHRUBLAND_BSN","PCT_GRASS_BSN","PCT_PASTURE_BSN","PCT_CROPS_BSN","PCT_AGRIC_BSN","PCT_WDYWET_BSN","PCT_EMHERBWET_BSN","PCT_WETLAND_BSN","SECMEAN","DATE_COL","LAT_DD","LON_DD","LAKEAREA","LAKENAME","AREA_HA","DEPTHMAX","ELEV_PT","HUC_2","HUC_8","COND","ANC","TURB","TOC","DOC","NO3_NO2","NTL","PTL","CL","SO4","NO3","CA","MG","NA.","K","COLOR","SIO2","NH4ION","CHLA","DEPTH_SURF","TEMP_SURF","DO_SURF","COND_SURF","PH_SURF","DEPTH_BOT","TEMP_BOT","DO_BOT","COND_BOT","PH_BOT"
"NLA06608-0587",1,0.31,12.12141185,48,0,48,4.9,8.2,1.3,0.1,14.5,0.1,25,0.3,0,25.3,0,4.5,0,6.2,6.2,1.5,0,1.5,1.09,"7/9/2007",41.2184867,-86.59115603,5.540614131,"Bass Lake",554.0614131,7.9,218.23,7,7120001,257.7,1881.77,4.99,8.94,7.21,0.005,1153,29,339.148944,339.9906,0.5,1369.256,803.213168,282.6909674,17.136322,4,0.395,1.29805154,15.28,0,27.3,6.6,NA,8.3,7.5,22.1,0.2,NA,7.3
"NLA06608-0588",1,0.05,1.343276426,5.6,0,5.6,2,0,0,0,2,0,0,0,0,0,0,53.3,0,39.2,39.2,0,0,0,0.09,"7/13/2007",39.3320249,-97.37482305,0.102348453,"",10.23484527,3.1,415.33,10,10250017,130.1,836.1,429,6.95,6,0.65,1729,589,97.056846,240.1587,46.40545,440.2677,211.233296,260.0287126,199.0882544,30,11.133,1.033374485,7.467,0,28.1,6.9,130,8.4,2.6,23.9,0.5,121,7.7
"NLA06608-0590",1,0.05,4.936334487,11.1,0,11.1,6.5,0.6,0.1,0,7.2,0,43.8,1.7,18.9,64.4,0.1,0.6,0,0,0,12.2,4.4,16.6,2.75,"8/7/2007",45.9076374,-89.91696268,0.368696839,"Haskell Lake",36.86968395,3.2,476.12,7,7070001,134.2,976.5,5.06,6.83,6.17,0.005,884,46,262.45683,53.5074,0.5,717.063,382.721488,185.2128234,11.9186956,21,6.957,2.277853407,NA,0,23.9,7.18,126.9,7.67,3,23.2,3.2,131.6,6.78
"NLA06608-0591",1,0.27,2898.999437,2,0,2,11.3,5,1,0.4,17.7,0.7,48.8,13.8,3.8,66.4,1.2,2.6,8.6,0.1,8.7,0.7,0,0.7,2.1,"8/21/2007",34.13761156,-84.64323654,36.39297646,"Lake Allatoona",3639.297646,17.7,256.03,3,3150104,72.58,454.68,2.12,2.05,1.91,0.005,182,5,119.367792,84.59166,0.5,309.5297,123.349712,135.7995384,36.5233848,3,5.706,0.137556129,5.808,0,31.58,7.71,69,8.39,16,20.01,0.02,141,6.53
"NLA06608-0593",1,0.05,0.718868377,12.4,0,12.4,16.3,9.2,0,0,25.5,0,1.9,57,3.6,62.5,0,0,0,0,0,0,0,0,4.91,"7/10/2007",48.70867836,-122.3277089,0.103147268,"Lake Louise",10.31472684,26.5,104.79,17,17110002,68.98,455.44,0.722,3.71,3.37,0.031,203,4,116.603604,64.81266,3.069899,295.7074,158.322112,169.4666886,11.637353,21,2.418,2.228594804,10.688,0,23.9,9,66.9,8,26,4.7,0.3,235.6,6.8
"NLA06608-0594",1,0.14,9.49828268,1.1,0,1.1,22.2,10.6,2.1,0.7,35.6,0,8.2,10.2,1.7,20.1,0.9,7.6,10.5,13.4,23.9,9.5,1.2,10.7,0.88,"8/9/2007",32.37834158,-82.0648507,0.060287358,"Banks Lake",6.028735775,1.8,53.06,3,3060203,58.43,230.95,6.31,12.36,10.67,0.005,821,41,200.854926,36.93468,0.5,168.0133,127.875552,160.723669,39.2089278,70,0.337,1.983605924,20.64,0,31.52,6.03,56,6.5,1.5,28.33,0.33,61,6
"NLA06608-0595",1,0.05,45.63088316,3.2,0,3.2,3.4,0.3,0,0,3.7,0.4,0,0,0,0,0.1,69.8,2.3,20.1,22.4,0,0.5,0.5,0.27,"6/12/2007",45.81215092,-99.76603988,0.610733545,"Mutske",61.07335453,2.4,541.69,10,10130106,2668,6914.98,31.7,27.56,26.23,0.005,3828,258,2408.312898,23738.06874,0.5,2242.007,14194.68,14284.61512,1600.839394,28,36.007,3.661715628,106.56,0,20,6.4,2452.8,8.6,2,20.1,6.4,2458.9,8.6
"NLA06608-0596",1,0.05,248.0087617,1.4,2.3,3.7,1.1,0.2,0,0,1.3,28.3,3.6,23.5,0.2,27.3,0.1,35.5,0,0,0,3.6,0.1,3.7,5.55,"7/30/2007",39.07986361,-106.3650807,2.232825986,"West Twin Lake",223.2825986,29,2802,11,11020001,82.31,295.42,0.787,1.28,1.29,0.043,96,1,4.343724,401.26386,3.641043,496.9042,136.268928,46.49894509,11.5350466,7,4.136,0.493099107,0.986,0,16.3,7.1,81,8.6,28.5,5.3,6.8,71,7.3
"NLA06608-0597",1,0.05,149.3001837,19,0,19,3.5,0.4,0,0,3.9,0,0,0,0,0,1.3,6.4,11.3,57.2,68.5,0.9,0,0.9,1.26,"7/9/2007",43.54705816,-116.6654946,35.71159207,"Lake Lowell",3571.159207,8.9,767,17,17050114,172.3,1495.2,5.82,3.52,2.84,0.011,361,22,54.747846,214.05042,5.068903,945.605,277.804288,464.5544748,28.1086834,5,8.816,1.331405725,7.8,0,23.5,7.5,168,8.8,8.4,18.7,0.4,165,7.6
"NLA06608-0599",1,0.05,2609.636631,1.9,0,1.9,4.7,0.4,0.1,0,5.2,0.3,18.6,3.4,5.4,27.4,18.7,2.2,35.1,1.8,36.9,6.7,0.7,7.4,0.64,"7/19/2007",30.29008869,-96.59781441,46.82509549,"Lake Somerville",4682.509549,8,72.58,12,12070102,330.4,1090.46,6.31,8.99,8.49,0.005,1012,90,1033.806312,893.13636,0.5,1309.376,554.291968,910.8399534,150.006759,31,14.491,1.243884078,50.256,0,29.1,6.8,341.2,8,7,28.5,1.8,336,7.3
"NLA06608-0606",1,0.1,3.981063928,16.2,0,16.2,7.1,0.4,0,0,7.5,0,26.2,3.6,10.4,40.2,3.5,0.1,0,5.8,5.8,26.3,0.2,26.5,1.55,"8/8/2007",45.97262852,-90.50816425,0.621090133,"Schnur Lake",62.10901331,7.3,454.76,7,7050002,151,1072.35,5.18,9.2,8.4,0.005,708,15,272.131488,87.19416,0.5,775.446,389.880544,236.2790175,25.320834,10,1.317,0.56508881,5.824,0,25.6,9.9,146,9.2,7,15.3,0.3,238,6.8
"NLA06608-0608",1,0.05,2.484294631,10.1,0,10.1,1.7,0,0,0,1.7,0,22,0.3,0,22.3,0,0,0,11.9,11.9,52,2,54,0.42,"9/18/2007",36.59009304,-89.26975098,0.308371769,"",30.83717694,2.3,86.5,8,8010100,470.8,3380.74,29,8.45,6.89,0.005,2184,327,837.57717,578.40042,0.5,2155.181,1477.89248,799.9210479,109.3911182,15,8.48,0.955897998,102.6,0,26.4,10.3,NA,8.7,2,23.6,1.9,NA,7.9
"NLA06608-0609",1,6.3,142.6278283,3.1,0,3.1,25.2,10.9,6.2,1.5,43.8,0.1,0,4.2,0,4.2,2.8,1.9,9.1,8.6,17.7,23.1,3.4,26.5,0.23,"7/25/2007",28.06126866,-82.27729181,3.394373012,"Lake Thonotosass",339.4373012,3.9,34.62,3,3100205,228.9,1243.24,31.8,16.16,14.15,0.005,3334,239,667.607814,283.13118,0.5,1176.642,329.481152,545.4600294,101.9739042,20,1.085,0.710209236,187.92,0,28.7,9.2,259.5,9.6,3.4,28.3,5,254.2,9.3
"NLA06608-0610",1,0.05,4.416385613,16.1,0,16.1,8,14.9,14.9,0.1,37.9,0,37.3,1.8,0.4,39.5,0.7,0,4.7,0.1,4.8,0.5,0.5,1,2.6,"8/2/2007",42.69132092,-71.3703595,0.663504804,"Long Pond",66.35048043,6.5,45.85,1,1070002,300.7,437.92,2.52,4.16,4.13,0.039,549,11,1829.920662,196.27014,3.855222,593.81,158.898128,1642.034778,68.9033604,4,0.025,1.606082378,5.808,0,28.2,9,174.5,7.6,6.5,17.4,0.2,141.6,6.6
"NLA06608-0611",1,1.2,832.0131662,10,0,10,6.6,11.4,4.4,1.7,24.1,0.1,5.3,0.1,0,5.4,0.6,0.5,14.2,40.6,54.8,1.1,3.2,4.3,1.45,"7/2/2007",42.9654707,-89.25185174,12.93360422,"Lake Kegonsa",1293.360422,9,258.46,7,7090001,541.6,3892.88,11.6,6.43,5.96,0.005,903,53,1433.99304,494.74566,0.5,1851.789,2668.59984,991.745508,72.1771652,7,8.561,1.214531722,20.64,0,24.7,10,552,8.7,9,21.2,0.2,616,7.4
"NLA06608-0614",1,0.05,11.73367283,4.6,0,4.6,0.5,0,0,0,0.5,0,1,62.9,1.6,65.5,17.3,10.3,0,0,0,1.7,0,1.7,4.97,"6/27/2007",43.37864455,-123.2686178,0.526616225,"Cooper Creek Reservoir",52.66162247,16,207.02,17,17100301,219.4,705.68,0.825,2.91,2.82,0.005,259,8,1134.247878,65.04168,0.5,681.135,278.13344,804.2708089,8.4914312,5,12.401,1.151822874,1.216,0,21.5,9.1,212,8.6,15.5,6.5,0,193,6.7
"NLA06608-0616",1,0.05,5.235397621,3.8,0,3.8,1.8,0,0,0,1.8,0,0,0,0,0,0,93.9,0,0,0,0,0.4,0.4,NA,"7/25/2007",36.72480919,-98.88888117,0.101555154,"McGill",10.1555154,2.9,474.49,11,11050001,1211,1176.53,1.15,5.44,6.09,0.005,483,14,1045.540008,11185.17024,0.5,7939.09,3659.34736,1753.823635,133.1006264,13,8.518,0.843733501,1.692,0.1,28.5,8.51,1150,8.86,2.6,23.26,0.64,1601,6.78
"NLA06608-0617",1,0.05,135.2303183,1.8,0,1.8,0.6,0.1,0,0,0.7,0,0,91.2,0,91.2,4.1,2.2,0,0,0,0,0,0,0.93,"6/19/2007",35.06360996,-111.4965509,3.485464856,"Upper Lake Mary",348.5464856,4.1,2077,15,15020015,84.62,819.21,11,6.91,6.36,0.005,513,40,23.298156,25.2963,0.5,325.6474,396.21672,89.56157899,36.2420422,8,5.003,1.525620597,2.443,0,18.8,7.1,70.8,7.8,3.5,17.3,6.2,68.1,7.6
"NLA06608-0618",1,0.05,1667.525043,1.1,0,1.1,4,0.5,0.1,0,4.6,0,21.3,26.2,12.5,60,11.9,0.1,9,5.2,14.2,8.1,0.2,8.3,0.98,"7/24/2007",31.44842292,-86.43728338,7.447103782,"Gantt Reservoir",744.7103782,5.8,60.03,3,3140301,89.58,656.49,8.6,4.81,4.49,0.005,257,23,97.620966,55.65186,0.5,579.339,115.861504,88.16965547,28.517909,10,7.519,0.761249562,10.173,0,29.5,6.1,85.8,7,5.4,28,0.2,121.1,6.8
"NLA06608-0619",1,0.05,18.58539726,3.2,0,3.2,10.8,7.7,0.5,0.4,19.4,0.1,18,1.5,1.8,21.3,0.2,2.3,15.3,32.7,48,5.3,0,5.3,2.35,"7/18/2007",42.32382664,-85.4673404,0.595945523,"Campbell Lake",59.5945523,11.1,253.46,4,4050003,429.3,3289.31,2.38,4.3,4.58,0.229,733,7,578.899944,644.19162,20.061433,1930.132,2001.24416,407.5291081,25.0139148,11,8.289,3.417601253,2.952,0,24.8,10,468,8,10.5,8.2,0.6,565,7.2
"NLA06608-0622",1,0.05,59.69595491,6.3,0,6.3,5.8,1.7,0.2,0.1,7.8,0,12.8,0.3,0,13.1,0.1,4.2,17.9,43.5,61.4,0.2,6.8,7,1.4,"7/24/2007",45.88174092,-95.33234259,1.687394891,"Lake Victoria",168.7394891,14.1,413.74,7,7010108,379.6,3407.8,3.66,7.36,6.51,0.005,508,16,536.675562,179.3643,0.5,1682.628,1909.90448,302.8303608,85.0166184,6,2.707,0.955897998,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NLA06608-0623",1,0.05,12.27512789,6.6,0,6.6,8.7,3.2,0.1,0,12,0,27.1,6,0.1,33.2,0,3.3,20.8,17.6,38.4,6.4,0.1,6.5,1.15,"6/20/2007",41.06227132,-81.31730025,0.828369446,"Mogadore Reservoir",82.83694458,4.5,328.39,4,4110002,369.8,2094.57,3.28,5.25,4.75,0.005,628,43,896.9508,616.18872,0.5,1861.27,875.54432,727.7150153,53.2249046,14,0.948,0.579044424,23.2,0,25.4,8.2,351,8.6,4,22.8,1.2,358,7.6
"NLA06608-0624",1,0.05,17.06377162,1.8,0,1.8,6.1,1.6,0,0,7.7,0,5.7,0,0,5.7,0,0.1,8.9,75.9,84.8,0,0,0,0.86,"6/5/2007",39.37683345,-89.02743535,0.318215256,"Lake Pana",31.82152563,10.7,195.91,7,7140201,280.3,1908.43,6.3,6.53,6.13,0.005,1274,49,454.003776,369.3468,3.069899,1323.847,804.447488,395.828251,107.1915306,12,0.476,1.845039787,35.2,0,24.8,13.8,275,8.7,10,9.5,0,310,7.8
"NLA06608-0625",1,0.05,1.105198473,3.7,0,3.7,0,0,0,0,0,8.1,0,65.7,0,65.7,21.3,1.4,0,0,0,0,0,0,7.55,"9/19/2007",44.9542938,-118.185992,0.067956379,"Van Patten Lake",6.795637891,12.9,2257.2,17,17050203,21.56,158.78,0.53,1.34,1.46,0.005,55,1,5.21811,6.7665,0.5,110.6283,16.375312,31.97074335,9.9237208,3,5.141,0.213472109,0.615,0,11.7,7.5,17,6.7,12,7.3,4.8,16,6.2
"NLA06608-0627",1,0.5,4.74525223,15.8,0,15.8,7.7,0.4,0.2,0,8.3,0,27.9,8.8,3.4,40.1,4.1,2.5,3.4,19.9,23.3,3.9,1.9,5.8,3.3,"7/19/2007",44.88675167,-88.48011849,0.834866374,"Berry Lake",83.48663736,6.7,256.59,4,4030104,168,1323.79,1.62,7.59,7.61,0.005,616,11,229.342986,101.6016,0.5,748.999,711.7912,141.1062468,11.9698488,6,0.35,2.28534334,3.192,0,23.7,8.8,166,8.5,6,17.3,0.3,200,6.7
"NLA06608-0628",1,0.05,20.66639238,14.7,0,14.7,0,0,0,0,0,0,0,0,0,0,0.4,84.9,0,0,0,0,0,0,0.55,"6/25/2007",35.75956138,-105.1444706,3.258986282,"Lake Isabel",325.8986282,4.3,2059.13,11,11080004,461.7,3360.47,13.2,7.5,7.37,0.112,793,40,353.167326,1266.54306,11.565666,2391.707,1138.86592,1003.489863,86.1164122,6,2.437,10.03677002,2.304,0,20,7.9,NA,8,3.5,19.2,6.9,NA,8
"NLA06608-0630",1,0.11,1.111279678,18.8,0,18.8,1.1,0,0,0,1.1,0,32.4,10.2,25.3,67.9,0,0,0,0,0,12.4,0,12.4,2.05,"7/30/2007",46.30058363,-87.77935818,0.2065458,"Dewey Lake",20.65457995,2.5,424.93,4,4030110,153.1,1636.48,1.34,9.14,8.23,0.005,771,8,10.238778,49.90554,0.5,764.967,850.85792,25.05462336,6.2151138,12,3.058,1.178211042,2.616,0,25.3,9.6,NA,9.3,2.5,25.2,7.6,NA,9.3
"NLA06608-0632",1,0.05,152.057426,9,0,9,4,2.4,0.4,0.2,7,0.2,16.4,0,0,16.4,0.3,1.1,48,17.3,65.3,0.6,0.1,0.7,0.98,"6/12/2007",38.35723526,-94.63514177,0.758120098,"La Cygnes Lake",75.81200985,8,256.18,10,10290102,448.8,2539.32,4.46,6.29,6.06,0.005,746,44,663.151266,1265.31468,0.5,2470.05,866.49264,887.7862201,154.3803576,8,0.236,1.091049901,34,0,27.6,7.76,NA,8.09,8,25.5,3.45,NA,7.65
"NLA06608-0634",1,2.6,7.295945696,16.1,0,16.1,4,0,0,0,4,0,6.8,0,0,6.8,0,17.7,11,37.3,48.3,0.6,6.6,7.2,0.41,"8/22/2007",47.92494929,-101.229344,0.1278636,"",12.78635999,2.1,663.58,9,9010001,2748,6514.25,42.1,47.36,44.7,0.005,6800,288,899.461134,26270.3637,0.5,3707.57,21123.3296,7555.534857,821.264626,38,15.665,22.79920892,139.68,0,17.8,5.3,2741,9.1,2.1,17.8,5.3,2741,9.1
"NLA06608-0635",1,0.05,13.81937163,13.6,0,13.6,2,0,0,0,2,0,0,0,0,0,11.6,30.1,8.1,31.4,39.5,2.4,0.9,3.3,2.03,"8/22/2007",40.33649731,-105.1268527,1.898167021,"Lonetree Reservoir",189.8167021,6.7,1562.41,10,10190006,139.7,806.15,2.63,3.53,3.33,0.005,224,18,85.74624,402.53388,0.5,871.254,291.793248,162.507071,17.2386284,6,2.836,0.136405665,5.147,0,23.3,7,138,8.4,6,17.5,1,150,7.6
"NLA06608-0637",1,0.05,551.6018554,11.2,0,11.2,1.1,0.1,0,0,1.2,0.1,44,9.6,1.9,55.5,31.7,0.2,0,0,0,0,0,0,4.2,"8/6/2007",40.13391202,-111.0580729,53.76669903,"Strawberry Reservoir",5376.669903,23,2304,14,14060004,249,2338.89,9.23,4.3,3.99,0.005,454,21,108.423864,233.9127,6.853728,1602.788,765.525264,199.9585132,24.2721934,15,0.475,0.882265233,7.408,0,20.8,6.9,232,8.7,23,6.8,1.1,242,7.5
"NLA06608-0641",1,0.05,2.342553778,4.4,0,4.4,0,0,0,0,0,0,0,76.3,0,76.3,14.6,1.1,0.9,0,0.9,2.3,0.3,2.6,1.8,"7/25/2007",48.41877337,-117.6640499,0.270004344,"Bayley",27.00043435,4.8,713.93,17,17020003,156,1592,3.98,6.19,6.27,0.005,737,49,16.867188,94.33542,0.5,986.024,472.662272,185.8652875,34.1703376,16,32.758,0.892761187,25.44,0,23.6,11.1,167.3,9,4.3,13.7,0.3,186.5,7.4
"NLA06608-0648",1,0.82,2.884627962,8.4,0,8.4,0,0,0,0,0,0,0,0,0,0,0,88.3,0,0,0,0.2,3.1,3.3,0.2,"8/1/2007",42.26770086,-99.24832126,0.102933091,"Clear Lake",10.29330913,1.4,730.78,10,10220001,1277,12966.4,37.1,85.78,73.44,0.005,8603,349,827.56404,321.96048,0.5,913.669,2730.31584,7790.421951,2193.960748,55,32.605,2.96094207,78.286,0,25.4,8.5,1280,8.9,0.9,25.3,8.3,1280,8.9
"NLA06608-0649",1,0.05,13.05096584,5.2,0,5.2,3.5,0.5,0,0,4,4.4,0,53.3,0,53.3,32.7,0.3,0,0,0,0,0,0,5.25,"9/19/2007",38.47603543,-119.9997761,0.700184268,"Lake Alpine",70.0184268,6.5,2227.25,18,18040010,18.37,148.38,1.23,1.98,2.01,0.005,95,9,4.315518,2.5,0.5,66.9159,34.725536,42.84514585,9.0541164,6,7.676,0.212836061,3.64,0,16.4,7.6,NA,8.4,6,16.4,7.3,NA,8.3
"NLA06608-0650",1,0.05,261.3919066,9.3,0,9.3,0.6,0,0,0,0.6,0.3,1.3,40.4,0,41.7,32.4,9,0,0,0,0.4,6.2,6.6,1.8,"7/25/2007",44.64209925,-111.3963618,24.5915098,"Henry's Lake",2459.15098,5.6,1973,17,17040202,244.7,2726.27,2.5,4.45,4.27,0.005,466,23,26.65467,69.18486,0.5,1472.549,1042.58896,95.08577546,43.6336796,8,5.965,1.417391814,6.896,0,21.9,7.1,250,8.5,5.1,21.2,2.6,257,7.9
"NLA06608-0651",1,0.05,109.2187538,4,0,4,14.4,9.8,3.3,0.6,28.1,1,37.9,9.7,4.5,52.1,1.7,3,7.7,1.6,9.3,0.8,0,0.8,1.45,"7/17/2007",33.46835151,-86.64445451,3.941979323,"Lake Purdy",394.1979323,9.1,167.65,3,3150202,222.4,1908.9,2.08,3.14,2.78,0.005,290,12,143.201862,263.62284,0.5,1457.08,492.164528,138.8008735,71.2819842,0,2.028,0.684718187,12.96,0,28.4,10,223.2,8.5,8,25,3.3,221.9,7.4
"NLA06608-0654",1,0.05,5.08167211,5.6,0,5.6,5.5,0,0,0,5.5,0,28,9.6,27.8,65.4,0.4,0.1,0,0,0,20.6,2.3,22.9,1.15,"8/14/2007",45.98738228,-89.35046545,0.218964382,"McLeod Lake",21.89643819,1.8,501.71,7,7070001,22.1,162.5,2.68,10.38,9.06,0.005,698,22,4.202694,18.44652,0.5,108.1333,89.69392,18.79096752,1.7136322,23,3.038,0.426911399,9.152,0,23.2,7.5,19.2,5.9,1,23,7.3,19,5.8
"NLA06608-0657",1,0.05,7.912854911,6.8,0,6.8,0,0,0,0,0,0.2,0.4,49.5,34.8,84.7,0.4,0,0,0,0,7.8,0.2,8,0.95,"9/13/2007",46.16790978,-69.00206052,0.472753314,"HUDSON POND",47.27533144,2.4,271.91,1,1020002,28.69,157.47,5.41,10.83,7.43,0.005,559,20,7.19253,60.04488,0.5,139.2709,75.458096,38.75637051,6.3429968,20,3.736,0.639545545,12.48,0,15.6,9.55,21,7.43,2,15.5,9.52,21,7.44
"NLA06608-0658",1,0.05,2.548949237,27,0,27,3.8,1,0,0,4.8,13.9,0.5,19.3,19.7,39.5,7.3,4.5,0,0,0,2.7,0.5,3.2,6.65,"7/26/2007",44.02383508,-124.0796101,0.605596474,"Clear Lake",60.55964739,22,30.36,17,17100206,59.18,218.2,0.732,1.81,1.82,0.005,110,5,280.283022,33.37446,0.5,99.3509,94.795776,296.1752265,16.0365282,6,10.308,0.495023442,1.116,0,21.7,9,60,7.2,21.5,8.1,2.5,62,6.2
"NLA06608-0659",1,0.05,175.0822776,1.3,0,1.3,4.3,0.2,0,0,4.5,0,0,0,0,0,0,3.8,23.3,47.1,70.4,0.2,19.7,19.9,1.38,"6/26/2007",48.18807378,-98.0662251,0.372637069,"Whitman Lake",37.26370689,6.2,455.1,9,9020308,888.5,3615.76,8.74,13.33,12.8,0.212,1593,432,515.267208,5379.90882,14.635565,3045.896,2755.00224,3345.836161,242.6196276,35,20.026,10.16277658,24.144,0,21.42,6.96,887,8.41,6,19.7,4.7,890,8.06
"NLA06608-0660",1,0.05,4.850583945,10.3,0,10.3,16.2,23,19.8,30.7,89.7,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,"7/12/2007",39.71571919,-86.21162845,0.189601869,"Strakis Lake",18.96018685,8.5,211.85,5,5120201,864.6,2638.83,2.76,4.15,4,0.75,1546,8,3510.011052,2005.75716,48.475847,2428.633,2050.61696,3172.715673,242.082519,3,2.599,19.92224704,2.904,0,26.9,6.8,NA,8.2,8,10.8,0.1,NA,7.5
"NLA06608-0661",1,0.18,119.8278848,2,0,2,6.3,1.3,0.4,0.1,8.1,0,33.7,5,12.1,50.8,1.5,0.2,7.8,28,35.8,0.6,0.9,1.5,1.64,"8/8/2007",41.55549527,-75.70704866,0.712545446,"Lackawanna Lake",71.25454463,5.4,299.09,2,2050106,204,792.1,7.39,4.47,3.86,0.005,601,22,796.622058,204.63978,0.5,931.633,158.075248,752.508653,32.6357416,11,1.322,0.19429629,25.92,0,26.8,9.3,201,8.7,5,18,0.1,239,6.4
"NLA06608-0662",1,0.05,5.919211322,24.2,0,24.2,6.9,2.5,0,0,9.4,0.2,20.3,12.6,26.5,59.4,4.8,0.1,0,0,0,1.8,0,1.8,2.55,"8/7/2007",45.0802966,-71.35188791,1.408573466,"Back Lake",140.8573466,3.5,479.96,1,1080101,68.4,314.84,1.64,2.97,2.88,0.005,256,12,234.871362,52.21656,1.642039,273.0029,97.593568,220.837366,7.0079884,8,2.71,2.603902203,2.968,0.2,22.2,1.2,37.5,7.3,3.5,21.2,3.8,36.7,7.1
"NLA06608-0663",1,9,12.60914488,7.7,0,7.7,3.1,0,0,0,3.1,0,0.2,0,0,0.2,0,30.3,9.5,39.7,49.2,0,9.4,9.4,0.13,"8/8/2007",44.92721305,-97.43982726,0.700770643,"",70.07706427,1,527.91,10,10170201,2425,3008.05,39.2,30.43,27.7,0.005,6603,618,500.459058,27623.8719,0.5,7674.62,16087.304,4684.692597,1076.263328,36,23.09,4.255954272,273.6,0,23,11.7,2676,8.9,1,22.9,10.8,2683,9.1
"NLA06608-0665",1,0.05,33.83199606,1.9,0,1.9,10.6,0.9,0,0,11.5,7.4,7.1,43.8,0.9,51.8,1.2,19.7,0,0,0,6.3,0.1,6.4,2.25,"6/27/2007",35.05246497,-79.20867259,0.597173331,"Mott Lake",59.71733314,3.4,71.99,3,3030004,11.32,5.3,1.88,3.72,2.8,0.005,86,1,50.573358,10.49328,0.5,12.8742,13.083792,37.79942309,2.813426,9,0.597,0.785195653,2.496,0,28.1,NA,12.9,5,2.9,23.4,NA,17.8,5.4
"NLA06608-0671",1,0.05,4.55086288,3.2,0,3.2,0,0,0,0,0,55.1,0,13.7,0,13.7,16.9,11.1,0,0,0,0,0,0,NA,"8/16/2007",40.68974933,-110.3847622,0.058322666,"Twin Lakes",5.832266593,4.3,3297.74,14,14060003,12.98,64.87,2.4,1.27,1.21,0.094,380,19,11.536254,23.06856,5.568654,68.8121,22.053184,10.8744025,4.5782114,6,0.588,0.711923476,1.115,0,14.39,6.18,10.1,6.65,4,14.2,5.58,9.4,6.7
"NLA06608-0672",1,0.13,48.34980802,24.2,0,24.2,11.1,19.2,8.2,5.5,44,0.1,1.3,0,0,1.3,0,0.4,0.7,16.2,16.9,11.2,1.8,13,0.31,"7/26/2007",38.70179794,-90.09502746,8.076806613,"Horseshoe Lake",807.6806613,1.8,121.74,7,7140101,803.6,1783.65,23.1,10.34,7.51,0.005,2273,213,4078.44657,1507.51374,0.5,1547.898,1836.66816,3705.561396,222.4396902,5,16.723,1.484321818,63.36,0,30.1,13,803,7.7,1.5,26.8,7,805,6.9
"NLA06608-0674",1,0.05,1.626547452,15,0,15,4.7,0.4,0,0,5.1,0,21.9,7.2,44.6,73.7,0,0,0.2,0,0.2,5.8,0,5.8,NA,"7/26/2007",42.54198776,-72.95778821,0.25551222,"Plainfield Pond",25.55122203,2.7,515.86,1,1080203,35.85,90.57,0.559,3.24,3.33,0.005,243,3,124.473078,75.86808,0.5,115.7181,53.404912,109.7879676,10.6654422,11,0.319,0.497258739,1.024,0,23.63,8.15,34,6.9,2.5,22.9,7.93,33,6.93
"NLA06608-0677",1,1.2,56.44900136,1.8,0,1.8,0,0,0,0,0,0,0,2,0,2,84.6,0.6,7.1,0.4,7.5,3.6,0,3.6,0.48,"7/17/2007",42.77239407,-118.446839,0.89836885,"Mann Lake",89.836885,3.2,1272.22,17,17120009,894.9,9844.18,35.9,18.26,17.86,0.019,1864,150,363.631752,137.78676,0.5,878.739,2974.7112,5593.792646,347.585994,15,25.718,6.8482494,25.72,0,22.3,7.2,881,9,2.5,20.6,4.7,881,8.9
"NLA06608-0678",1,0.05,137.490939,1.7,1.2,2.9,1,0,0,0,1,22.4,0,65.6,0,65.6,5.7,1.6,0,0,0,0,0.9,0.9,NA,"8/7/2007",43.96358712,-121.7804825,1.021565812,"Hosmer Lake",102.1565812,3.1,1514.87,17,17070301,40.06,345.11,3.14,2.46,2.2,0.005,462,52,5.838642,29.43948,0.5,65.6684,89.858496,204.8302455,20.46128,10,18.115,0.539382023,8.267,0,19.7,9.7,39,8.8,3,19.6,10,39,8.9
"NLA06608-0679",1,0.86,11.28592895,8.3,0,8.3,11.2,43.7,22.4,5.3,82.6,0,1.2,0.8,0.1,2.1,0,0.2,1,0,1,0.3,5.5,5.8,2.28,"6/27/2007",44.90724118,-93.24237251,0.80671611,"Lake Nokomis",80.67161098,4,248.15,7,7010206,509.2,2742.48,2.22,6.61,6.19,0.005,635,13,2084.959314,184.09044,3.426864,2190.61,555.937728,2029.163507,85.6304568,6,10.747,2.370311082,12.112,0,25.9,9.5,509,8.3,3.5,25.5,8.3,510,8.1
